 01     190.96    325.730284        26560623.69    55    0
 02     220.48    325.730284        26560623.69    55    0
 03     330.17    325.730284        26560623.69    55    0
 04      83.58    325.730284        26560623.69    55    0
 05     249.90     25.730284        26560623.69    55    0
 06     352.12     25.730284        26560623.69    55    0
 07      25.25     25.730284        26560623.69    55    0
 08     124.10     25.730284        26560623.69    55    0
 09     286.20     85.730284        26560623.69    55    0
 10      48.94     85.730284        26560623.69    55    0
 11     155.08     85.730284        26560623.69    55    0
 12     183.71     85.730284        26560623.69    55    0
 13     312.30    145.730284        26560623.69    55    0
 14     340.93    145.730284        26560623.69    55    0
 15      87.06    145.730284        26560623.69    55    0
 16     209.81    145.730284        26560623.69    55    0
 17      11.90    205.730284        26560623.69    55    0
 18     110.76    205.730284        26560623.69    55    0
 19     143.88    205.730284        26560623.69    55    0
 20     246.11    205.730284        26560623.69    55    0
 21      52.42    265.730284        26560623.69    55    0
 22     165.83    265.730284        26560623.69    55    0
 23     275.52    265.730284        26560623.69    55    0
 24     305.04    265.730284        26560623.69    55    0

